,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
2,23.0,0.0,0.0,44.0,1.0,47.0,64.0,130.0,7.0,324.0,230.0,0.0,0.0,200.0,32.0,20.0,322.0,58.0,154.0,9.0,24.0
3,24.0,0.0,0.0,42.0,3.0,35.0,65.0,123.0,5.0,274.0,263.0,0.0,0.0,269.0,46.0,9.0,406.0,54.0,177.0,10.0,25.0
4,25.0,0.0,0.0,40.0,0.0,27.0,60.0,113.0,6.0,270.0,279.0,0.0,0.0,250.0,27.0,9.0,389.0,54.0,174.0,7.0,29.0
5,29.0,0.0,0.0,54.0,3.0,37.0,69.0,134.0,5.0,265.0,209.0,0.0,0.0,273.0,38.0,12.0,472.0,72.0,198.0,9.0,20.0
6,20.0,0.0,0.0,35.0,2.0,20.0,71.0,132.0,7.0,250.0,220.0,0.0,0.0,239.0,40.0,8.0,393.0,99.0,186.0,12.0,13.0
7,13.0,0.0,0.0,52.0,1.0,23.0,71.0,120.0,2.0,235.0,236.0,0.0,0.0,258.0,45.0,10.0,402.0,225.0,179.0,7.0,12.0
8,12.0,0.0,0.0,56.0,1.0,37.0,74.0,97.0,6.0,253.0,244.0,0.0,0.0,269.0,40.0,7.0,407.0,195.0,164.0,6.0,23.0
9,23.0,0.0,0.0,55.0,0.0,35.0,76.0,106.0,8.0,192.0,185.0,0.0,0.0,230.0,30.0,6.0,390.0,116.0,234.0,14.0,17.0
10,17.0,0.0,0.0,53.0,2.0,34.0,70.0,106.0,2.0,230.0,198.0,0.0,0.0,312.0,45.0,11.0,421.0,137.0,230.0,8.0,17.0
11,17.0,0.0,0.0,39.0,0.0,38.0,65.0,97.0,5.0,193.0,208.0,0.0,0.0,284.0,31.0,7.0,398.0,92.0,194.0,12.0,13.0
12,13.0,0.0,0.0,47.0,2.0,39.0,69.0,82.0,5.0,173.0,205.0,0.0,0.0,224.0,46.0,8.0,367.0,116.0,184.0,8.0,19.0
1,19.0,0.0,0.0,40.0,1.0,28.0,69.0,96.0,4.0,166.0,196.0,0.0,0.0,235.0,33.0,9.0,351.0,164.0,197.0,7.0,8.0
2,8.0,0.0,0.0,43.0,0.0,27.0,69.0,94.0,3.0,191.0,180.0,0.0,0.0,263.0,45.0,11.0,441.0,117.0,181.0,11.0,16.0
3,16.0,0.0,0.0,37.0,1.0,31.0,49.0,87.0,4.0,202.0,170.0,0.0,0.0,255.0,38.0,6.0,498.0,99.0,256.0,18.0,16.0
4,16.0,0.0,0.0,27.0,0.0,27.0,23.0,54.0,2.0,113.0,76.0,0.0,0.0,122.0,24.0,7.0,296.0,52.0,119.0,12.0,15.0
5,15.0,0.0,0.0,21.0,1.0,24.0,18.0,68.0,3.0,102.0,89.0,0.0,0.0,137.0,19.0,0.0,242.0,145.0,94.0,5.0,16.0
