,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
8,1.0,2.0,5.0,68.0,0.0,20.0,57.0,250.0,5.0,173.0,2.0,2.0,0.0,307.0,18.0,7.0,48.0,3.0,0.0,9.0,2.0
9,2.0,1.0,2.0,51.0,3.0,14.0,54.0,203.0,7.0,157.0,3.0,0.0,0.0,242.0,43.0,19.0,45.0,0.0,0.0,11.0,0.0
10,0.0,1.0,2.0,47.0,2.0,26.0,67.0,200.0,6.0,218.0,6.0,0.0,0.0,289.0,38.0,15.0,39.0,2.0,0.0,8.0,4.0
11,4.0,0.0,2.0,38.0,6.0,18.0,51.0,189.0,7.0,189.0,3.0,0.0,0.0,299.0,26.0,16.0,59.0,2.0,0.0,10.0,1.0
12,1.0,1.0,2.0,20.0,0.0,19.0,44.0,198.0,9.0,185.0,9.0,1.0,0.0,210.0,31.0,13.0,35.0,1.0,0.0,5.0,2.0
1,2.0,0.0,2.0,35.0,3.0,12.0,51.0,246.0,7.0,202.0,6.0,1.0,0.0,239.0,24.0,15.0,45.0,0.0,0.0,11.0,3.0
2,3.0,0.0,3.0,58.0,0.0,33.0,44.0,221.0,11.0,93.0,3.0,0.0,0.0,245.0,28.0,11.0,39.0,0.0,0.0,13.0,4.0
3,4.0,0.0,0.0,73.0,1.0,22.0,55.0,216.0,5.0,90.0,8.0,0.0,0.0,276.0,32.0,10.0,42.0,2.0,0.0,8.0,5.0
4,5.0,0.0,1.0,24.0,2.0,32.0,52.0,201.0,16.0,106.0,25.0,1.0,0.0,263.0,35.0,14.0,32.0,1.0,0.0,13.0,5.0
5,5.0,0.0,2.0,37.0,1.0,31.0,47.0,200.0,8.0,208.0,22.0,2.0,0.0,146.0,33.0,8.0,36.0,4.0,0.0,13.0,2.0
6,2.0,0.0,0.0,15.0,2.0,30.0,29.0,169.0,5.0,89.0,3.0,0.0,0.0,324.0,33.0,4.0,33.0,5.0,0.0,10.0,3.0
7,3.0,0.0,0.0,36.0,0.0,18.0,34.0,175.0,6.0,54.0,12.0,0.0,0.0,331.0,36.0,7.0,36.0,1.0,0.0,13.0,6.0
8,6.0,0.0,0.0,30.0,2.0,29.0,46.0,199.0,10.0,170.0,67.0,4.0,0.0,156.0,24.0,13.0,34.0,3.0,0.0,17.0,2.0
9,2.0,0.0,0.0,27.0,0.0,27.0,47.0,202.0,6.0,145.0,47.0,1.0,0.0,133.0,27.0,14.0,35.0,9.0,0.0,10.0,3.0
10,3.0,0.0,0.0,42.0,0.0,33.0,32.0,220.0,6.0,140.0,42.0,2.0,0.0,295.0,19.0,20.0,56.0,4.0,0.0,8.0,2.0
11,2.0,0.0,0.0,33.0,2.0,34.0,37.0,170.0,4.0,170.0,60.0,0.0,0.0,118.0,22.0,10.0,36.0,4.0,0.0,8.0,4.0
12,4.0,0.0,0.0,17.0,3.0,25.0,52.0,153.0,7.0,152.0,41.0,1.0,0.0,183.0,14.0,11.0,52.0,2.0,0.0,7.0,7.0
1,7.0,0.0,0.0,11.0,1.0,23.0,33.0,138.0,8.0,121.0,24.0,0.0,1.0,167.0,24.0,12.0,38.0,6.0,0.0,8.0,7.0
2,7.0,0.0,0.0,17.0,0.0,25.0,46.0,112.0,3.0,102.0,29.0,0.0,0.0,234.0,26.0,14.0,29.0,6.0,0.0,8.0,4.0
3,4.0,0.0,0.0,2.0,1.0,31.0,66.0,175.0,3.0,115.0,22.0,1.0,0.0,243.0,32.0,22.0,65.0,15.0,0.0,7.0,5.0
4,5.0,0.0,0.0,5.0,1.0,26.0,51.0,168.0,5.0,126.0,27.0,2.0,0.0,233.0,21.0,13.0,32.0,6.0,0.0,11.0,5.0
5,5.0,0.0,0.0,5.0,1.0,27.0,56.0,141.0,13.0,126.0,31.0,0.0,1.0,288.0,29.0,26.0,46.0,5.0,0.0,12.0,2.0
6,2.0,0.0,1.0,24.0,1.0,42.0,66.0,162.0,4.0,90.0,28.0,0.0,1.0,273.0,25.0,17.0,58.0,6.0,0.0,14.0,4.0
7,4.0,0.0,0.0,17.0,1.0,38.0,51.0,182.0,7.0,116.0,5.0,3.0,1.0,323.0,38.0,22.0,43.0,2.0,0.0,10.0,3.0
8,3.0,0.0,0.0,43.0,0.0,42.0,51.0,167.0,11.0,89.0,18.0,1.0,0.0,346.0,41.0,25.0,73.0,2.0,0.0,9.0,2.0
9,2.0,0.0,1.0,30.0,0.0,32.0,46.0,184.0,9.0,75.0,1.0,1.0,0.0,288.0,35.0,29.0,64.0,10.0,0.0,13.0,3.0
10,3.0,1.0,1.0,33.0,0.0,30.0,59.0,170.0,9.0,108.0,1.0,0.0,0.0,318.0,31.0,29.0,52.0,6.0,0.0,10.0,6.0
11,6.0,0.0,0.0,50.0,0.0,43.0,46.0,187.0,8.0,104.0,2.0,1.0,0.0,295.0,32.0,22.0,52.0,6.0,0.0,15.0,2.0
12,2.0,0.0,4.0,40.0,2.0,36.0,48.0,185.0,6.0,100.0,1.0,1.0,0.0,317.0,19.0,44.0,65.0,4.0,0.0,13.0,3.0
1,3.0,0.0,4.0,39.0,0.0,26.0,60.0,191.0,9.0,67.0,0.0,0.0,0.0,296.0,27.0,15.0,54.0,6.0,0.0,14.0,5.0
2,5.0,0.0,2.0,45.0,0.0,25.0,34.0,159.0,13.0,97.0,10.0,0.0,0.0,271.0,34.0,17.0,58.0,12.0,0.0,14.0,7.0
3,7.0,0.0,2.0,40.0,0.0,25.0,47.0,127.0,3.0,79.0,6.0,0.0,0.0,246.0,13.0,17.0,58.0,6.0,0.0,7.0,5.0
4,5.0,0.0,4.0,26.0,0.0,11.0,36.0,62.0,9.0,70.0,9.0,1.0,0.0,220.0,23.0,20.0,100.0,4.0,0.0,6.0,6.0
5,6.0,0.0,1.0,17.0,1.0,14.0,50.0,88.0,7.0,83.0,3.0,0.0,0.0,227.0,18.0,25.0,95.0,1.0,0.0,11.0,2.0
