,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
9,3.0,0.0,0.0,5.0,0.0,16.0,13.0,10.0,1.0,7.0,11.0,0.0,0.0,31.0,9.0,6.0,72.0,13.0,34.0,1.0,0.0
10,0.0,0.0,0.0,8.0,0.0,10.0,11.0,11.0,5.0,8.0,21.0,0.0,0.0,20.0,10.0,6.0,83.0,13.0,44.0,3.0,0.0
11,0.0,0.0,0.0,10.0,0.0,11.0,21.0,4.0,4.0,7.0,25.0,0.0,0.0,32.0,10.0,1.0,74.0,9.0,34.0,6.0,0.0
12,0.0,0.0,0.0,4.0,0.0,9.0,15.0,7.0,1.0,4.0,11.0,0.0,0.0,40.0,6.0,1.0,68.0,15.0,40.0,2.0,10.0
1,10.0,0.0,0.0,6.0,2.0,12.0,14.0,3.0,0.0,7.0,10.0,0.0,0.0,38.0,9.0,10.0,52.0,19.0,35.0,2.0,2.0
2,2.0,0.0,0.0,5.0,1.0,12.0,13.0,4.0,1.0,3.0,18.0,0.0,0.0,39.0,11.0,5.0,82.0,12.0,30.0,2.0,1.0
3,1.0,0.0,0.0,10.0,0.0,8.0,18.0,10.0,1.0,10.0,17.0,0.0,0.0,41.0,10.0,5.0,88.0,12.0,52.0,2.0,0.0
4,0.0,0.0,0.0,9.0,0.0,9.0,11.0,8.0,3.0,12.0,12.0,0.0,0.0,32.0,12.0,2.0,67.0,9.0,33.0,0.0,2.0
5,2.0,0.0,0.0,8.0,0.0,17.0,17.0,4.0,2.0,8.0,22.0,0.0,0.0,48.0,9.0,2.0,85.0,10.0,45.0,2.0,0.0
6,0.0,0.0,0.0,11.0,0.0,7.0,17.0,11.0,0.0,7.0,12.0,0.0,0.0,44.0,13.0,4.0,95.0,13.0,44.0,1.0,2.0
7,2.0,0.0,0.0,5.0,0.0,8.0,16.0,11.0,1.0,12.0,18.0,0.0,0.0,51.0,9.0,3.0,87.0,12.0,40.0,1.0,2.0
8,2.0,0.0,0.0,8.0,1.0,17.0,23.0,1.0,0.0,7.0,16.0,0.0,0.0,49.0,13.0,6.0,92.0,19.0,48.0,2.0,2.0
9,2.0,0.0,0.0,6.0,0.0,6.0,15.0,4.0,2.0,7.0,14.0,0.0,0.0,52.0,5.0,3.0,92.0,8.0,68.0,1.0,4.0
10,4.0,0.0,0.0,8.0,0.0,9.0,21.0,7.0,1.0,10.0,15.0,0.0,0.0,44.0,8.0,8.0,77.0,15.0,39.0,8.0,3.0
11,3.0,0.0,0.0,7.0,0.0,7.0,29.0,3.0,0.0,11.0,18.0,0.0,0.0,42.0,9.0,5.0,51.0,7.0,32.0,1.0,1.0
12,1.0,0.0,0.0,7.0,0.0,12.0,13.0,6.0,0.0,7.0,14.0,0.0,0.0,16.0,9.0,4.0,51.0,5.0,31.0,3.0,2.0
1,2.0,0.0,0.0,4.0,0.0,11.0,21.0,13.0,0.0,2.0,23.0,0.0,0.0,40.0,12.0,5.0,40.0,12.0,21.0,0.0,5.0
2,5.0,0.0,0.0,4.0,0.0,9.0,14.0,6.0,1.0,2.0,26.0,0.0,0.0,38.0,10.0,2.0,52.0,9.0,18.0,2.0,6.0
3,6.0,0.0,0.0,11.0,0.0,12.0,11.0,7.0,0.0,4.0,24.0,0.0,0.0,22.0,10.0,2.0,61.0,10.0,40.0,0.0,2.0
4,2.0,0.0,0.0,4.0,0.0,10.0,7.0,4.0,1.0,7.0,17.0,0.0,0.0,28.0,4.0,3.0,53.0,11.0,25.0,0.0,0.0
5,0.0,0.0,0.0,8.0,0.0,10.0,9.0,4.0,1.0,6.0,17.0,0.0,0.0,28.0,3.0,3.0,74.0,4.0,32.0,1.0,1.0
6,1.0,0.0,0.0,6.0,0.0,14.0,7.0,6.0,0.0,7.0,17.0,0.0,0.0,33.0,9.0,3.0,68.0,8.0,20.0,4.0,3.0
7,3.0,0.0,0.0,8.0,0.0,11.0,12.0,11.0,0.0,5.0,6.0,0.0,0.0,37.0,6.0,7.0,67.0,19.0,27.0,1.0,0.0
8,0.0,0.0,0.0,5.0,0.0,9.0,12.0,7.0,0.0,6.0,8.0,0.0,0.0,30.0,6.0,4.0,60.0,15.0,16.0,1.0,3.0
9,3.0,0.0,0.0,6.0,0.0,18.0,6.0,7.0,1.0,2.0,16.0,0.0,0.0,27.0,7.0,2.0,95.0,13.0,17.0,0.0,2.0
10,2.0,0.0,0.0,11.0,0.0,16.0,16.0,9.0,1.0,5.0,13.0,0.0,0.0,39.0,9.0,1.0,96.0,15.0,39.0,0.0,1.0
11,1.0,0.0,0.0,7.0,0.0,12.0,13.0,4.0,1.0,2.0,15.0,0.0,0.0,24.0,7.0,0.0,71.0,13.0,25.0,0.0,6.0
12,6.0,0.0,0.0,11.0,0.0,8.0,11.0,3.0,2.0,1.0,14.0,0.0,0.0,53.0,11.0,1.0,69.0,12.0,18.0,2.0,3.0
1,3.0,0.0,0.0,8.0,0.0,11.0,12.0,9.0,1.0,3.0,8.0,0.0,0.0,60.0,6.0,0.0,77.0,10.0,17.0,0.0,0.0
2,0.0,0.0,0.0,11.0,0.0,5.0,7.0,7.0,0.0,3.0,4.0,0.0,0.0,58.0,10.0,1.0,58.0,23.0,38.0,0.0,1.0
3,1.0,0.0,0.0,9.0,0.0,6.0,4.0,4.0,2.0,5.0,6.0,0.0,0.0,61.0,6.0,2.0,70.0,13.0,34.0,3.0,2.0
4,2.0,0.0,0.0,4.0,0.0,8.0,6.0,5.0,1.0,4.0,6.0,0.0,0.0,36.0,0.0,1.0,58.0,25.0,17.0,0.0,3.0
5,3.0,0.0,0.0,6.0,0.0,9.0,11.0,10.0,0.0,8.0,7.0,0.0,0.0,42.0,2.0,1.0,85.0,26.0,31.0,0.0,1.0
