,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
11,15.0,4.0,0.0,10.0,0.0,4.0,51.0,140.0,8.0,101.0,69.0,1.0,1.0,90.0,18.0,3.0,68.0,35.0,91.0,1.0,15.0
12,15.0,6.0,0.0,21.0,0.0,6.0,48.0,118.0,7.0,75.0,51.0,0.0,0.0,64.0,14.0,1.0,57.0,34.0,79.0,2.0,14.0
1,14.0,3.0,0.0,15.0,0.0,1.0,42.0,126.0,10.0,101.0,73.0,0.0,0.0,201.0,22.0,3.0,86.0,29.0,82.0,2.0,18.0
2,18.0,1.0,0.0,13.0,0.0,3.0,50.0,117.0,16.0,119.0,62.0,0.0,2.0,222.0,19.0,4.0,56.0,18.0,92.0,4.0,12.0
3,12.0,0.0,0.0,20.0,0.0,4.0,47.0,112.0,14.0,107.0,48.0,0.0,1.0,122.0,15.0,5.0,81.0,46.0,96.0,1.0,25.0
4,25.0,1.0,0.0,18.0,0.0,4.0,41.0,99.0,7.0,86.0,46.0,0.0,0.0,111.0,6.0,3.0,87.0,23.0,72.0,3.0,12.0
5,12.0,3.0,1.0,16.0,0.0,1.0,43.0,118.0,4.0,79.0,63.0,0.0,0.0,130.0,19.0,4.0,99.0,26.0,99.0,5.0,17.0
6,17.0,7.0,0.0,17.0,0.0,6.0,50.0,122.0,4.0,82.0,45.0,0.0,0.0,147.0,20.0,2.0,78.0,37.0,89.0,1.0,24.0
7,24.0,1.0,0.0,15.0,0.0,0.0,53.0,105.0,1.0,97.0,41.0,0.0,0.0,137.0,15.0,4.0,64.0,39.0,71.0,4.0,31.0
8,31.0,6.0,0.0,27.0,0.0,5.0,41.0,113.0,3.0,86.0,60.0,0.0,2.0,101.0,11.0,3.0,56.0,29.0,59.0,1.0,19.0
9,19.0,2.0,0.0,26.0,0.0,6.0,37.0,100.0,4.0,91.0,51.0,4.0,1.0,95.0,9.0,2.0,44.0,19.0,72.0,3.0,25.0
10,25.0,6.0,0.0,13.0,0.0,2.0,40.0,125.0,4.0,107.0,61.0,0.0,0.0,115.0,13.0,5.0,56.0,19.0,60.0,1.0,24.0
11,24.0,7.0,0.0,11.0,0.0,3.0,44.0,116.0,6.0,86.0,47.0,0.0,0.0,110.0,10.0,3.0,38.0,18.0,59.0,4.0,21.0
12,21.0,3.0,0.0,27.0,0.0,4.0,47.0,140.0,3.0,56.0,36.0,1.0,1.0,126.0,14.0,4.0,42.0,13.0,60.0,2.0,28.0
1,28.0,2.0,0.0,11.0,0.0,3.0,38.0,105.0,5.0,90.0,47.0,1.0,0.0,266.0,16.0,4.0,51.0,22.0,74.0,2.0,23.0
2,23.0,2.0,0.0,11.0,0.0,6.0,32.0,105.0,3.0,100.0,43.0,0.0,0.0,211.0,22.0,4.0,63.0,21.0,80.0,0.0,13.0
3,13.0,0.0,0.0,17.0,0.0,9.0,39.0,97.0,2.0,75.0,62.0,0.0,0.0,95.0,20.0,1.0,65.0,20.0,76.0,2.0,15.0
4,15.0,2.0,0.0,12.0,0.0,6.0,54.0,99.0,3.0,76.0,66.0,0.0,0.0,149.0,17.0,3.0,94.0,14.0,88.0,4.0,19.0
5,19.0,0.0,0.0,12.0,0.0,5.0,36.0,79.0,5.0,75.0,53.0,0.0,1.0,92.0,24.0,9.0,121.0,20.0,105.0,1.0,22.0
6,22.0,0.0,0.0,13.0,0.0,14.0,24.0,77.0,6.0,86.0,46.0,0.0,0.0,95.0,9.0,4.0,81.0,21.0,95.0,1.0,16.0
7,16.0,3.0,0.0,16.0,0.0,12.0,34.0,88.0,5.0,108.0,57.0,0.0,1.0,129.0,10.0,4.0,96.0,18.0,95.0,2.0,16.0
8,16.0,0.0,0.0,12.0,0.0,3.0,43.0,78.0,3.0,102.0,42.0,0.0,1.0,113.0,12.0,2.0,97.0,18.0,96.0,1.0,18.0
9,18.0,4.0,0.0,12.0,0.0,3.0,36.0,65.0,4.0,87.0,37.0,0.0,0.0,85.0,14.0,3.0,88.0,16.0,74.0,1.0,25.0
10,25.0,0.0,0.0,15.0,0.0,6.0,44.0,56.0,3.0,115.0,47.0,0.0,0.0,143.0,8.0,2.0,60.0,11.0,97.0,2.0,11.0
11,11.0,6.0,0.0,13.0,0.0,6.0,34.0,47.0,2.0,99.0,37.0,0.0,1.0,75.0,18.0,0.0,75.0,8.0,105.0,2.0,12.0
12,12.0,2.0,0.0,7.0,0.0,5.0,22.0,43.0,10.0,103.0,33.0,0.0,0.0,73.0,11.0,0.0,70.0,9.0,99.0,2.0,16.0
1,16.0,0.0,0.0,12.0,0.0,6.0,37.0,33.0,4.0,105.0,43.0,0.0,0.0,106.0,11.0,5.0,70.0,7.0,101.0,1.0,15.0
2,15.0,0.0,0.0,25.0,0.0,6.0,25.0,35.0,1.0,82.0,30.0,1.0,1.0,83.0,10.0,0.0,93.0,8.0,97.0,2.0,21.0
3,21.0,0.0,0.0,9.0,0.0,8.0,42.0,27.0,7.0,85.0,27.0,0.0,1.0,99.0,17.0,4.0,104.0,5.0,84.0,2.0,19.0
4,19.0,0.0,0.0,8.0,0.0,6.0,26.0,29.0,3.0,83.0,24.0,1.0,0.0,54.0,14.0,2.0,108.0,8.0,82.0,2.0,17.0
5,17.0,0.0,0.0,16.0,0.0,2.0,17.0,29.0,1.0,74.0,21.0,1.0,0.0,72.0,7.0,4.0,121.0,5.0,61.0,2.0,13.0
