,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
12,22.0,0.0,0.0,30.0,0.0,29.0,35.0,20.0,0.0,19.0,41.0,1.0,0.0,118.0,15.0,10.0,201.0,41.0,54.0,1.0,13.0
1,13.0,0.0,0.0,48.0,1.0,25.0,41.0,33.0,2.0,31.0,52.0,0.0,0.0,109.0,25.0,22.0,127.0,43.0,69.0,8.0,21.0
2,21.0,0.0,0.0,24.0,1.0,56.0,23.0,31.0,2.0,24.0,44.0,0.0,0.0,91.0,26.0,22.0,242.0,53.0,45.0,8.0,15.0
3,15.0,0.0,0.0,47.0,0.0,38.0,25.0,30.0,2.0,19.0,57.0,0.0,0.0,94.0,25.0,11.0,217.0,78.0,81.0,2.0,7.0
4,7.0,0.0,0.0,47.0,0.0,34.0,29.0,25.0,2.0,30.0,42.0,0.0,0.0,123.0,20.0,13.0,206.0,55.0,42.0,0.0,12.0
5,12.0,0.0,0.0,42.0,0.0,30.0,36.0,27.0,3.0,12.0,44.0,0.0,0.0,102.0,19.0,10.0,282.0,78.0,54.0,2.0,16.0
6,16.0,0.0,0.0,47.0,0.0,43.0,58.0,25.0,3.0,22.0,49.0,0.0,0.0,101.0,18.0,19.0,248.0,100.0,79.0,4.0,8.0
7,8.0,0.0,0.0,36.0,0.0,41.0,57.0,29.0,3.0,13.0,47.0,0.0,0.0,111.0,19.0,7.0,233.0,126.0,57.0,5.0,13.0
8,13.0,0.0,0.0,41.0,1.0,52.0,62.0,30.0,2.0,24.0,60.0,0.0,0.0,106.0,27.0,18.0,305.0,72.0,88.0,6.0,17.0
9,17.0,0.0,0.0,29.0,1.0,31.0,59.0,27.0,0.0,23.0,67.0,0.0,0.0,102.0,28.0,12.0,271.0,70.0,51.0,2.0,14.0
10,14.0,0.0,0.0,52.0,1.0,38.0,58.0,29.0,1.0,27.0,77.0,0.0,0.0,157.0,36.0,18.0,335.0,63.0,84.0,2.0,14.0
11,14.0,0.0,0.0,47.0,1.0,44.0,47.0,42.0,4.0,36.0,66.0,0.0,0.0,118.0,30.0,17.0,191.0,64.0,94.0,5.0,15.0
12,15.0,0.0,0.0,31.0,1.0,34.0,68.0,30.0,1.0,39.0,65.0,0.0,0.0,209.0,30.0,12.0,287.0,66.0,29.0,0.0,18.0
1,18.0,0.0,0.0,43.0,0.0,41.0,47.0,41.0,5.0,35.0,54.0,0.0,0.0,220.0,14.0,17.0,261.0,84.0,49.0,2.0,19.0
2,19.0,0.0,0.0,50.0,1.0,33.0,90.0,40.0,3.0,31.0,57.0,0.0,0.0,197.0,17.0,10.0,225.0,66.0,89.0,3.0,20.0
3,20.0,0.0,0.0,32.0,0.0,44.0,67.0,41.0,5.0,30.0,51.0,0.0,0.0,196.0,16.0,9.0,348.0,82.0,41.0,2.0,14.0
4,14.0,0.0,0.0,23.0,0.0,31.0,60.0,35.0,4.0,23.0,37.0,0.0,0.0,177.0,5.0,10.0,202.0,81.0,35.0,3.0,13.0
5,13.0,0.0,0.0,9.0,0.0,27.0,51.0,36.0,0.0,27.0,38.0,0.0,0.0,135.0,4.0,9.0,263.0,63.0,13.0,6.0,12.0
