,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
7,9.0,0.0,0.0,12.0,0.0,24.0,80.0,231.0,11.0,97.0,70.0,1.0,1.0,129.0,30.0,9.0,364.0,11.0,18.0,7.0,6.0
8,6.0,0.0,0.0,7.0,0.0,30.0,94.0,239.0,7.0,79.0,53.0,0.0,1.0,109.0,55.0,5.0,294.0,5.0,27.0,5.0,7.0
9,7.0,0.0,0.0,12.0,0.0,19.0,64.0,232.0,8.0,71.0,56.0,0.0,0.0,137.0,44.0,4.0,261.0,13.0,10.0,7.0,2.0
10,2.0,0.0,0.0,10.0,1.0,27.0,91.0,264.0,8.0,94.0,64.0,0.0,0.0,116.0,45.0,7.0,296.0,12.0,6.0,3.0,12.0
11,12.0,0.0,0.0,11.0,0.0,28.0,68.0,271.0,12.0,81.0,50.0,0.0,3.0,131.0,49.0,3.0,285.0,14.0,46.0,5.0,6.0
12,6.0,0.0,0.0,12.0,0.0,25.0,92.0,226.0,10.0,54.0,65.0,0.0,1.0,128.0,48.0,3.0,245.0,13.0,49.0,8.0,4.0
1,4.0,0.0,0.0,12.0,2.0,28.0,76.0,241.0,11.0,71.0,45.0,0.0,1.0,159.0,49.0,4.0,240.0,19.0,42.0,8.0,11.0
2,11.0,0.0,0.0,23.0,2.0,32.0,50.0,200.0,9.0,90.0,51.0,0.0,0.0,135.0,57.0,8.0,259.0,14.0,62.0,8.0,10.0
3,10.0,0.0,0.0,31.0,1.0,27.0,71.0,214.0,24.0,129.0,72.0,0.0,0.0,185.0,63.0,5.0,356.0,27.0,166.0,11.0,4.0
4,4.0,0.0,0.0,17.0,0.0,27.0,82.0,235.0,12.0,145.0,65.0,0.0,0.0,205.0,80.0,2.0,360.0,18.0,156.0,8.0,7.0
5,7.0,0.0,0.0,32.0,2.0,23.0,70.0,232.0,8.0,133.0,70.0,0.0,1.0,165.0,93.0,6.0,396.0,28.0,181.0,2.0,12.0
6,12.0,15.0,0.0,23.0,0.0,25.0,84.0,207.0,0.0,131.0,89.0,0.0,1.0,146.0,73.0,5.0,326.0,25.0,151.0,11.0,6.0
7,6.0,1.0,0.0,20.0,0.0,7.0,116.0,249.0,3.0,161.0,142.0,0.0,0.0,189.0,104.0,12.0,334.0,34.0,234.0,8.0,7.0
8,7.0,0.0,0.0,11.0,0.0,8.0,86.0,232.0,19.0,140.0,125.0,0.0,0.0,142.0,35.0,13.0,316.0,24.0,119.0,9.0,16.0
9,16.0,4.0,0.0,9.0,0.0,8.0,62.0,207.0,9.0,65.0,97.0,0.0,0.0,86.0,13.0,4.0,262.0,26.0,7.0,2.0,11.0
10,11.0,7.0,0.0,10.0,1.0,4.0,44.0,312.0,3.0,42.0,74.0,1.0,2.0,79.0,7.0,3.0,262.0,32.0,11.0,9.0,10.0
11,10.0,9.0,0.0,4.0,0.0,4.0,39.0,258.0,5.0,48.0,75.0,0.0,0.0,65.0,10.0,4.0,256.0,31.0,14.0,7.0,10.0
12,10.0,3.0,0.0,5.0,2.0,10.0,30.0,319.0,7.0,27.0,91.0,0.0,0.0,36.0,14.0,3.0,302.0,26.0,2.0,11.0,3.0
1,3.0,7.0,0.0,11.0,1.0,7.0,33.0,292.0,5.0,26.0,68.0,0.0,0.0,39.0,9.0,5.0,278.0,35.0,4.0,5.0,9.0
2,9.0,0.0,0.0,12.0,1.0,4.0,27.0,253.0,6.0,29.0,67.0,0.0,0.0,33.0,6.0,3.0,259.0,35.0,5.0,11.0,5.0
3,5.0,0.0,0.0,2.0,0.0,3.0,23.0,253.0,17.0,27.0,63.0,0.0,0.0,28.0,8.0,7.0,376.0,32.0,3.0,8.0,4.0
4,4.0,0.0,0.0,7.0,0.0,2.0,13.0,215.0,12.0,12.0,55.0,0.0,0.0,28.0,2.0,2.0,250.0,57.0,3.0,6.0,6.0
5,6.0,0.0,0.0,4.0,0.0,4.0,23.0,179.0,16.0,29.0,47.0,0.0,0.0,22.0,7.0,3.0,207.0,61.0,3.0,9.0,8.0
