,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
7,11.0,0.0,0.0,35.0,0.0,10.0,115.0,263.0,4.0,151.0,127.0,0.0,1.0,221.0,29.0,8.0,163.0,23.0,144.0,8.0,13.0
8,13.0,5.0,0.0,32.0,0.0,3.0,139.0,260.0,3.0,162.0,121.0,0.0,2.0,260.0,20.0,13.0,120.0,24.0,118.0,1.0,10.0
9,10.0,6.0,0.0,33.0,1.0,3.0,112.0,184.0,0.0,134.0,104.0,0.0,0.0,230.0,26.0,3.0,114.0,28.0,115.0,7.0,6.0
10,6.0,7.0,0.0,41.0,1.0,8.0,146.0,225.0,1.0,170.0,133.0,0.0,1.0,207.0,22.0,8.0,138.0,30.0,121.0,2.0,19.0
11,19.0,11.0,0.0,27.0,0.0,7.0,118.0,206.0,2.0,140.0,132.0,0.0,1.0,208.0,27.0,15.0,100.0,15.0,125.0,2.0,13.0
12,13.0,4.0,0.0,45.0,0.0,5.0,133.0,196.0,3.0,175.0,101.0,1.0,0.0,200.0,15.0,16.0,95.0,17.0,104.0,4.0,13.0
1,13.0,6.0,0.0,27.0,0.0,18.0,162.0,192.0,0.0,131.0,139.0,1.0,0.0,411.0,33.0,12.0,95.0,21.0,132.0,1.0,20.0
2,20.0,6.0,0.0,32.0,1.0,8.0,153.0,160.0,1.0,159.0,101.0,2.0,0.0,324.0,56.0,5.0,113.0,29.0,144.0,4.0,10.0
3,10.0,6.0,0.0,37.0,0.0,14.0,147.0,166.0,3.0,157.0,123.0,1.0,1.0,222.0,47.0,15.0,162.0,19.0,161.0,4.0,9.0
4,9.0,1.0,0.0,30.0,0.0,8.0,130.0,172.0,5.0,108.0,110.0,1.0,0.0,275.0,37.0,10.0,155.0,12.0,161.0,5.0,9.0
5,9.0,1.0,0.0,24.0,0.0,17.0,121.0,179.0,2.0,104.0,97.0,0.0,0.0,185.0,54.0,15.0,216.0,18.0,167.0,2.0,16.0
6,16.0,3.0,0.0,21.0,1.0,20.0,106.0,159.0,3.0,112.0,86.0,0.0,0.0,201.0,50.0,10.0,208.0,11.0,168.0,3.0,19.0
7,19.0,16.0,0.0,37.0,0.0,13.0,117.0,155.0,2.0,143.0,128.0,0.0,1.0,248.0,37.0,8.0,185.0,8.0,189.0,2.0,12.0
8,12.0,5.0,0.0,37.0,0.0,6.0,125.0,147.0,1.0,123.0,123.0,0.0,1.0,253.0,30.0,6.0,201.0,11.0,166.0,5.0,5.0
9,5.0,7.0,0.0,30.0,1.0,9.0,88.0,102.0,4.0,124.0,89.0,1.0,1.0,264.0,24.0,6.0,161.0,15.0,165.0,2.0,4.0
10,4.0,3.0,0.0,37.0,0.0,8.0,116.0,138.0,4.0,152.0,128.0,0.0,0.0,324.0,37.0,4.0,208.0,10.0,173.0,6.0,12.0
11,12.0,3.0,0.0,35.0,1.0,7.0,81.0,114.0,5.0,114.0,92.0,0.0,1.0,221.0,40.0,2.0,150.0,12.0,159.0,4.0,12.0
12,12.0,8.0,0.0,30.0,1.0,6.0,88.0,90.0,1.0,143.0,91.0,0.0,1.0,192.0,35.0,4.0,133.0,9.0,141.0,2.0,9.0
1,9.0,0.0,0.0,25.0,0.0,13.0,83.0,105.0,2.0,125.0,93.0,0.0,0.0,299.0,47.0,6.0,154.0,11.0,172.0,6.0,8.0
2,8.0,0.0,0.0,40.0,1.0,12.0,67.0,107.0,0.0,91.0,76.0,4.0,0.0,193.0,36.0,4.0,182.0,8.0,172.0,3.0,11.0
3,11.0,0.0,0.0,39.0,1.0,16.0,73.0,98.0,2.0,93.0,96.0,0.0,1.0,167.0,30.0,10.0,216.0,15.0,176.0,2.0,7.0
4,7.0,1.0,0.0,17.0,0.0,20.0,40.0,73.0,6.0,82.0,50.0,1.0,0.0,87.0,23.0,10.0,154.0,5.0,133.0,4.0,10.0
5,10.0,0.0,0.0,28.0,0.0,13.0,39.0,91.0,1.0,97.0,50.0,1.0,1.0,137.0,22.0,13.0,201.0,1.0,155.0,1.0,14.0
