,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
6,5.0,2.0,1.0,25.0,2.0,8.0,45.0,73.0,11.0,140.0,14.0,0.0,0.0,131.0,19.0,8.0,38.0,18.0,0.0,8.0,9.0
7,9.0,1.0,0.0,21.0,1.0,8.0,61.0,89.0,9.0,116.0,8.0,0.0,0.0,174.0,17.0,10.0,48.0,5.0,0.0,6.0,13.0
8,13.0,0.0,2.0,21.0,2.0,6.0,57.0,118.0,4.0,133.0,10.0,0.0,0.0,207.0,19.0,8.0,45.0,12.0,0.0,6.0,7.0
9,7.0,1.0,0.0,23.0,0.0,4.0,39.0,89.0,9.0,133.0,5.0,0.0,0.0,164.0,18.0,5.0,43.0,10.0,0.0,6.0,4.0
10,4.0,8.0,4.0,27.0,0.0,14.0,37.0,71.0,3.0,136.0,7.0,0.0,0.0,200.0,26.0,6.0,52.0,7.0,0.0,10.0,8.0
11,8.0,3.0,1.0,20.0,0.0,6.0,46.0,71.0,12.0,161.0,17.0,0.0,0.0,179.0,24.0,10.0,53.0,7.0,0.0,6.0,9.0
12,9.0,2.0,3.0,14.0,2.0,6.0,51.0,96.0,6.0,92.0,24.0,0.0,0.0,153.0,16.0,3.0,25.0,2.0,0.0,9.0,10.0
1,10.0,1.0,1.0,24.0,0.0,2.0,39.0,91.0,12.0,136.0,14.0,0.0,0.0,176.0,21.0,5.0,32.0,12.0,0.0,6.0,12.0
2,12.0,2.0,0.0,15.0,2.0,5.0,31.0,97.0,5.0,103.0,16.0,0.0,0.0,208.0,18.0,10.0,15.0,15.0,0.0,1.0,11.0
3,11.0,0.0,3.0,21.0,2.0,6.0,43.0,107.0,15.0,95.0,6.0,0.0,0.0,220.0,27.0,9.0,24.0,11.0,0.0,6.0,7.0
4,7.0,0.0,4.0,19.0,1.0,10.0,46.0,86.0,5.0,74.0,9.0,1.0,0.0,201.0,27.0,10.0,31.0,10.0,0.0,7.0,7.0
5,7.0,0.0,2.0,43.0,1.0,7.0,38.0,89.0,9.0,116.0,18.0,0.0,0.0,118.0,24.0,2.0,24.0,15.0,0.0,7.0,10.0
6,10.0,0.0,0.0,23.0,0.0,8.0,32.0,85.0,7.0,64.0,1.0,0.0,0.0,249.0,19.0,15.0,35.0,11.0,0.0,11.0,9.0
7,9.0,0.0,2.0,28.0,1.0,6.0,70.0,67.0,4.0,52.0,5.0,0.0,0.0,195.0,19.0,15.0,43.0,7.0,0.0,11.0,13.0
8,13.0,1.0,3.0,28.0,1.0,12.0,53.0,88.0,17.0,130.0,27.0,0.0,0.0,126.0,27.0,15.0,32.0,8.0,0.0,5.0,8.0
9,8.0,0.0,1.0,36.0,0.0,9.0,38.0,67.0,11.0,122.0,42.0,0.0,0.0,85.0,25.0,8.0,23.0,14.0,0.0,10.0,10.0
10,10.0,0.0,0.0,44.0,0.0,9.0,47.0,65.0,4.0,91.0,36.0,0.0,0.0,170.0,31.0,14.0,73.0,11.0,0.0,10.0,9.0
11,9.0,0.0,2.0,39.0,0.0,13.0,48.0,73.0,27.0,136.0,56.0,0.0,0.0,61.0,24.0,13.0,40.0,9.0,0.0,3.0,12.0
12,12.0,0.0,1.0,27.0,2.0,15.0,35.0,78.0,29.0,110.0,26.0,0.0,2.0,70.0,19.0,10.0,54.0,9.0,0.0,6.0,14.0
1,14.0,0.0,3.0,26.0,4.0,15.0,32.0,86.0,30.0,118.0,14.0,0.0,0.0,84.0,20.0,15.0,28.0,7.0,0.0,6.0,15.0
2,15.0,0.0,0.0,24.0,0.0,9.0,34.0,70.0,18.0,119.0,11.0,0.0,3.0,123.0,23.0,6.0,21.0,6.0,0.0,6.0,12.0
3,12.0,0.0,0.0,30.0,1.0,2.0,40.0,80.0,30.0,109.0,22.0,0.0,0.0,106.0,21.0,12.0,28.0,11.0,0.0,11.0,8.0
4,8.0,0.0,1.0,23.0,0.0,10.0,38.0,91.0,27.0,110.0,18.0,0.0,1.0,107.0,19.0,2.0,38.0,14.0,0.0,4.0,9.0
5,9.0,0.0,1.0,31.0,1.0,17.0,30.0,102.0,23.0,99.0,28.0,0.0,0.0,125.0,18.0,11.0,36.0,27.0,0.0,6.0,15.0
6,15.0,0.0,0.0,32.0,0.0,14.0,25.0,60.0,23.0,95.0,27.0,0.0,0.0,172.0,34.0,8.0,40.0,15.0,0.0,9.0,15.0
7,15.0,0.0,1.0,42.0,0.0,10.0,43.0,71.0,16.0,112.0,3.0,0.0,1.0,182.0,24.0,5.0,38.0,29.0,0.0,4.0,8.0
8,8.0,0.0,4.0,33.0,1.0,18.0,33.0,68.0,24.0,101.0,5.0,0.0,0.0,220.0,28.0,11.0,38.0,22.0,0.0,12.0,7.0
9,7.0,0.0,1.0,22.0,1.0,11.0,33.0,66.0,21.0,72.0,6.0,0.0,0.0,180.0,30.0,8.0,66.0,29.0,0.0,6.0,19.0
10,19.0,0.0,1.0,50.0,1.0,15.0,38.0,58.0,24.0,80.0,3.0,0.0,0.0,213.0,24.0,5.0,58.0,24.0,0.0,9.0,7.0
11,7.0,0.0,2.0,29.0,2.0,8.0,31.0,64.0,26.0,75.0,7.0,0.0,0.0,151.0,25.0,8.0,56.0,18.0,0.0,5.0,10.0
12,10.0,0.0,2.0,26.0,0.0,3.0,21.0,70.0,15.0,74.0,1.0,0.0,0.0,217.0,17.0,3.0,68.0,8.0,0.0,4.0,4.0
1,4.0,0.0,1.0,31.0,1.0,8.0,36.0,61.0,18.0,63.0,3.0,0.0,0.0,219.0,25.0,4.0,55.0,13.0,0.0,5.0,8.0
2,8.0,0.0,1.0,24.0,2.0,14.0,32.0,58.0,21.0,70.0,8.0,0.0,0.0,182.0,18.0,21.0,89.0,11.0,0.0,5.0,8.0
3,8.0,0.0,2.0,40.0,0.0,12.0,17.0,49.0,23.0,63.0,2.0,0.0,0.0,175.0,18.0,11.0,93.0,10.0,0.0,6.0,8.0
4,8.0,0.0,0.0,22.0,0.0,10.0,25.0,64.0,33.0,88.0,3.0,0.0,0.0,103.0,17.0,14.0,118.0,6.0,0.0,5.0,6.0
5,6.0,0.0,0.0,22.0,0.0,11.0,25.0,29.0,22.0,66.0,2.0,0.0,0.0,111.0,17.0,18.0,131.0,10.0,0.0,12.0,7.0
