,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
3,14.0,0.0,0.0,38.0,0.0,4.0,66.0,70.0,12.0,45.0,53.0,2.0,5.0,106.0,17.0,3.0,109.0,13.0,82.0,0.0,4.0
4,4.0,5.0,0.0,22.0,0.0,4.0,82.0,73.0,9.0,56.0,37.0,0.0,0.0,118.0,15.0,1.0,126.0,13.0,68.0,2.0,13.0
5,13.0,5.0,0.0,16.0,0.0,3.0,75.0,72.0,9.0,51.0,41.0,1.0,0.0,117.0,15.0,3.0,93.0,15.0,75.0,1.0,9.0
6,9.0,5.0,0.0,22.0,0.0,4.0,77.0,54.0,9.0,45.0,62.0,0.0,0.0,172.0,8.0,4.0,117.0,15.0,69.0,1.0,12.0
7,12.0,0.0,0.0,16.0,0.0,5.0,77.0,75.0,4.0,63.0,52.0,1.0,1.0,141.0,5.0,6.0,95.0,14.0,71.0,1.0,11.0
8,11.0,6.0,0.0,18.0,0.0,8.0,94.0,55.0,4.0,55.0,44.0,2.0,0.0,102.0,9.0,2.0,76.0,18.0,66.0,0.0,13.0
9,13.0,5.0,0.0,16.0,0.0,1.0,82.0,62.0,3.0,62.0,64.0,2.0,0.0,103.0,7.0,2.0,65.0,10.0,60.0,1.0,15.0
10,15.0,3.0,0.0,18.0,0.0,1.0,83.0,71.0,4.0,63.0,60.0,2.0,0.0,127.0,11.0,3.0,83.0,13.0,71.0,1.0,16.0
11,16.0,7.0,0.0,16.0,0.0,7.0,61.0,68.0,3.0,51.0,45.0,0.0,1.0,120.0,14.0,2.0,55.0,4.0,48.0,2.0,19.0
12,19.0,4.0,0.0,15.0,0.0,5.0,92.0,58.0,2.0,45.0,36.0,0.0,0.0,112.0,9.0,2.0,43.0,4.0,59.0,0.0,12.0
1,12.0,5.0,0.0,15.0,0.0,11.0,77.0,52.0,2.0,58.0,51.0,2.0,0.0,133.0,17.0,3.0,66.0,11.0,82.0,1.0,9.0
2,9.0,3.0,0.0,6.0,0.0,8.0,47.0,49.0,2.0,51.0,26.0,0.0,0.0,135.0,19.0,2.0,73.0,9.0,66.0,1.0,9.0
3,9.0,0.0,0.0,12.0,0.0,5.0,47.0,41.0,0.0,31.0,42.0,1.0,0.0,86.0,10.0,5.0,80.0,17.0,79.0,2.0,11.0
4,11.0,0.0,0.0,9.0,1.0,7.0,52.0,31.0,0.0,36.0,34.0,1.0,0.0,93.0,15.0,5.0,102.0,10.0,71.0,5.0,9.0
5,9.0,0.0,0.0,5.0,0.0,8.0,47.0,39.0,2.0,44.0,18.0,0.0,0.0,81.0,13.0,8.0,119.0,14.0,77.0,4.0,9.0
6,9.0,2.0,0.0,5.0,0.0,10.0,50.0,27.0,1.0,44.0,68.0,0.0,1.0,110.0,23.0,7.0,103.0,13.0,86.0,0.0,5.0
7,5.0,7.0,0.0,6.0,0.0,7.0,68.0,43.0,0.0,60.0,48.0,0.0,1.0,121.0,19.0,4.0,94.0,7.0,83.0,2.0,8.0
8,8.0,0.0,0.0,16.0,1.0,15.0,63.0,31.0,2.0,38.0,29.0,1.0,0.0,103.0,6.0,6.0,126.0,6.0,94.0,2.0,7.0
9,7.0,1.0,0.0,13.0,0.0,4.0,62.0,36.0,0.0,44.0,29.0,0.0,3.0,97.0,19.0,4.0,101.0,12.0,84.0,3.0,9.0
10,9.0,3.0,0.0,24.0,1.0,3.0,53.0,31.0,5.0,48.0,28.0,0.0,0.0,105.0,19.0,11.0,111.0,16.0,84.0,5.0,8.0
11,8.0,7.0,0.0,10.0,0.0,1.0,39.0,17.0,5.0,50.0,31.0,1.0,1.0,73.0,7.0,3.0,65.0,15.0,75.0,1.0,9.0
12,9.0,6.0,0.0,9.0,0.0,5.0,22.0,22.0,1.0,52.0,29.0,0.0,1.0,67.0,8.0,0.0,68.0,16.0,75.0,2.0,12.0
1,12.0,0.0,1.0,13.0,0.0,15.0,33.0,13.0,2.0,50.0,19.0,0.0,1.0,73.0,18.0,2.0,69.0,16.0,88.0,4.0,7.0
2,7.0,0.0,0.0,9.0,1.0,15.0,38.0,25.0,3.0,35.0,29.0,0.0,0.0,80.0,16.0,2.0,94.0,21.0,90.0,3.0,8.0
3,8.0,0.0,0.0,11.0,0.0,13.0,30.0,12.0,7.0,31.0,16.0,0.0,1.0,54.0,10.0,6.0,116.0,26.0,77.0,1.0,10.0
4,10.0,0.0,0.0,9.0,0.0,3.0,17.0,23.0,2.0,19.0,13.0,0.0,0.0,34.0,7.0,3.0,122.0,16.0,61.0,1.0,9.0
5,9.0,0.0,0.0,16.0,0.0,9.0,22.0,21.0,5.0,18.0,8.0,2.0,0.0,67.0,15.0,2.0,118.0,19.0,56.0,3.0,14.0
