,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
12,29.0,6.0,1.0,16.0,2.0,24.0,65.0,176.0,56.0,325.0,15.0,0.0,0.0,256.0,20.0,9.0,83.0,7.0,0.0,11.0,19.0
1,19.0,0.0,0.0,10.0,0.0,32.0,67.0,151.0,35.0,299.0,2.0,0.0,0.0,250.0,26.0,8.0,60.0,13.0,0.0,6.0,17.0
2,17.0,7.0,0.0,6.0,1.0,32.0,44.0,155.0,46.0,195.0,26.0,0.0,0.0,243.0,28.0,14.0,77.0,2.0,0.0,9.0,23.0
3,23.0,10.0,0.0,12.0,1.0,31.0,57.0,161.0,50.0,210.0,32.0,0.0,0.0,255.0,43.0,14.0,103.0,12.0,0.0,13.0,23.0
4,23.0,9.0,0.0,10.0,0.0,29.0,76.0,175.0,34.0,255.0,23.0,0.0,0.0,214.0,38.0,20.0,83.0,10.0,0.0,14.0,19.0
5,19.0,0.0,0.0,19.0,0.0,28.0,59.0,203.0,46.0,499.0,48.0,0.0,0.0,117.0,39.0,20.0,79.0,19.0,0.0,13.0,16.0
6,16.0,0.0,1.0,11.0,2.0,41.0,47.0,198.0,19.0,71.0,4.0,0.0,0.0,337.0,38.0,10.0,51.0,9.0,0.0,12.0,21.0
7,21.0,0.0,0.0,13.0,2.0,29.0,50.0,170.0,26.0,46.0,9.0,1.0,0.0,301.0,38.0,19.0,42.0,6.0,0.0,8.0,17.0
8,17.0,0.0,1.0,19.0,0.0,30.0,48.0,177.0,50.0,380.0,74.0,0.0,0.0,122.0,27.0,19.0,51.0,24.0,0.0,9.0,19.0
9,19.0,0.0,2.0,33.0,2.0,46.0,43.0,148.0,32.0,353.0,78.0,0.0,0.0,86.0,30.0,18.0,61.0,16.0,0.0,6.0,26.0
10,26.0,0.0,1.0,31.0,0.0,34.0,54.0,145.0,59.0,100.0,73.0,0.0,0.0,221.0,27.0,26.0,52.0,14.0,0.0,10.0,13.0
11,13.0,0.0,1.0,29.0,2.0,50.0,65.0,174.0,85.0,302.0,102.0,1.0,0.0,114.0,35.0,16.0,49.0,21.0,0.0,13.0,22.0
12,22.0,0.0,1.0,37.0,2.0,46.0,60.0,138.0,85.0,340.0,56.0,0.0,6.0,140.0,24.0,24.0,51.0,21.0,0.0,15.0,25.0
1,25.0,0.0,0.0,17.0,1.0,32.0,54.0,143.0,74.0,270.0,62.0,0.0,4.0,186.0,20.0,22.0,65.0,28.0,0.0,12.0,21.0
2,21.0,0.0,0.0,37.0,0.0,43.0,43.0,141.0,64.0,256.0,30.0,0.0,3.0,199.0,23.0,29.0,58.0,28.0,0.0,4.0,18.0
3,18.0,0.0,5.0,50.0,0.0,34.0,64.0,159.0,60.0,308.0,69.0,0.0,6.0,234.0,34.0,16.0,73.0,30.0,0.0,17.0,12.0
4,12.0,0.0,3.0,38.0,4.0,39.0,49.0,128.0,45.0,242.0,63.0,0.0,0.0,227.0,43.0,18.0,80.0,28.0,0.0,12.0,12.0
5,12.0,0.0,1.0,44.0,2.0,49.0,50.0,193.0,65.0,259.0,52.0,0.0,1.0,237.0,29.0,31.0,74.0,38.0,0.0,14.0,21.0
6,21.0,0.0,4.0,40.0,0.0,48.0,53.0,138.0,56.0,253.0,48.0,0.0,0.0,304.0,51.0,30.0,89.0,37.0,0.0,16.0,12.0
7,12.0,0.0,0.0,53.0,1.0,62.0,66.0,150.0,53.0,262.0,12.0,0.0,0.0,292.0,36.0,31.0,73.0,61.0,0.0,15.0,24.0
8,24.0,0.0,3.0,37.0,2.0,57.0,77.0,174.0,50.0,274.0,5.0,0.0,0.0,362.0,51.0,34.0,98.0,86.0,0.0,18.0,13.0
9,13.0,1.0,2.0,29.0,0.0,49.0,56.0,147.0,56.0,294.0,10.0,0.0,0.0,308.0,36.0,24.0,105.0,57.0,0.0,15.0,14.0
10,14.0,0.0,1.0,50.0,0.0,32.0,66.0,172.0,44.0,271.0,8.0,0.0,0.0,334.0,33.0,21.0,136.0,84.0,0.0,13.0,22.0
11,22.0,0.0,1.0,26.0,0.0,41.0,67.0,181.0,49.0,335.0,8.0,0.0,0.0,237.0,27.0,19.0,126.0,95.0,0.0,17.0,16.0
12,16.0,0.0,0.0,36.0,1.0,36.0,41.0,175.0,40.0,313.0,10.0,0.0,0.0,308.0,24.0,21.0,115.0,86.0,0.0,9.0,17.0
1,17.0,0.0,1.0,28.0,1.0,50.0,68.0,147.0,43.0,268.0,5.0,0.0,0.0,260.0,39.0,29.0,124.0,61.0,0.0,24.0,17.0
2,17.0,0.0,1.0,29.0,1.0,51.0,61.0,163.0,41.0,294.0,13.0,0.0,0.0,278.0,28.0,29.0,127.0,54.0,0.0,12.0,23.0
3,23.0,0.0,0.0,33.0,2.0,38.0,46.0,140.0,45.0,324.0,3.0,0.0,0.0,309.0,25.0,38.0,112.0,63.0,0.0,12.0,17.0
4,17.0,0.0,0.0,25.0,0.0,30.0,59.0,113.0,61.0,171.0,7.0,0.0,0.0,231.0,36.0,31.0,152.0,33.0,0.0,12.0,20.0
5,20.0,0.0,0.0,14.0,0.0,27.0,40.0,154.0,47.0,188.0,6.0,0.0,0.0,211.0,20.0,34.0,137.0,50.0,0.0,14.0,15.0
