,d23,d42,d34,d37,d91,d48,d55,d77,d64,d62,d59,d69,d72,d52,d2,d14,d98,d43,d6,d5,H
8,9.0,9.0,0.0,7.0,0.0,2.0,50.0,98.0,6.0,75.0,25.0,0.0,0.0,78.0,15.0,1.0,93.0,14.0,66.0,0.0,3.0
9,3.0,6.0,0.0,8.0,0.0,4.0,53.0,102.0,7.0,70.0,18.0,1.0,0.0,53.0,5.0,2.0,77.0,11.0,66.0,3.0,7.0
10,7.0,4.0,0.0,8.0,0.0,6.0,42.0,98.0,4.0,60.0,20.0,1.0,0.0,75.0,9.0,6.0,62.0,13.0,74.0,3.0,9.0
11,9.0,1.0,0.0,7.0,0.0,4.0,44.0,99.0,3.0,56.0,28.0,0.0,0.0,60.0,15.0,1.0,60.0,22.0,56.0,2.0,7.0
12,7.0,4.0,0.0,12.0,0.0,0.0,31.0,92.0,0.0,35.0,38.0,0.0,0.0,45.0,10.0,1.0,59.0,17.0,45.0,2.0,7.0
1,7.0,3.0,0.0,6.0,0.0,0.0,63.0,86.0,3.0,62.0,52.0,0.0,0.0,189.0,13.0,1.0,63.0,25.0,74.0,1.0,8.0
2,8.0,2.0,0.0,8.0,0.0,2.0,36.0,72.0,10.0,52.0,36.0,0.0,0.0,185.0,15.0,3.0,52.0,23.0,60.0,2.0,8.0
3,8.0,0.0,0.0,17.0,1.0,2.0,35.0,99.0,4.0,72.0,40.0,0.0,0.0,100.0,9.0,6.0,69.0,43.0,63.0,1.0,4.0
4,4.0,5.0,0.0,14.0,0.0,2.0,46.0,83.0,1.0,66.0,31.0,0.0,0.0,86.0,8.0,0.0,81.0,40.0,60.0,0.0,7.0
5,7.0,6.0,0.0,6.0,0.0,2.0,29.0,74.0,6.0,80.0,18.0,0.0,0.0,76.0,12.0,2.0,88.0,24.0,51.0,1.0,10.0
6,10.0,3.0,0.0,11.0,0.0,2.0,35.0,75.0,2.0,74.0,22.0,0.0,0.0,95.0,8.0,2.0,69.0,21.0,47.0,1.0,3.0
7,3.0,1.0,0.0,9.0,0.0,6.0,52.0,96.0,1.0,64.0,30.0,0.0,0.0,88.0,7.0,2.0,76.0,20.0,42.0,2.0,5.0
8,5.0,3.0,0.0,14.0,0.0,2.0,28.0,90.0,4.0,61.0,22.0,2.0,0.0,62.0,8.0,2.0,51.0,26.0,64.0,1.0,11.0
9,11.0,2.0,1.0,15.0,0.0,3.0,41.0,88.0,0.0,53.0,21.0,2.0,1.0,73.0,6.0,2.0,44.0,13.0,52.0,1.0,5.0
10,5.0,5.0,0.0,17.0,0.0,5.0,42.0,94.0,4.0,65.0,28.0,0.0,0.0,81.0,4.0,0.0,45.0,28.0,65.0,4.0,13.0
11,13.0,3.0,0.0,15.0,0.0,11.0,38.0,87.0,3.0,67.0,28.0,0.0,0.0,56.0,2.0,1.0,47.0,17.0,48.0,2.0,10.0
12,10.0,3.0,0.0,10.0,0.0,2.0,49.0,96.0,7.0,74.0,27.0,0.0,0.0,75.0,5.0,5.0,33.0,12.0,39.0,2.0,9.0
1,9.0,1.0,0.0,8.0,0.0,12.0,34.0,78.0,2.0,92.0,27.0,0.0,1.0,149.0,10.0,1.0,65.0,9.0,45.0,2.0,20.0
2,20.0,4.0,0.0,10.0,0.0,6.0,37.0,62.0,1.0,94.0,20.0,1.0,0.0,89.0,12.0,3.0,52.0,9.0,53.0,3.0,12.0
3,12.0,2.0,0.0,11.0,0.0,1.0,47.0,66.0,1.0,92.0,31.0,1.0,0.0,64.0,10.0,2.0,66.0,5.0,94.0,0.0,10.0
4,10.0,1.0,0.0,14.0,0.0,6.0,29.0,79.0,1.0,74.0,30.0,0.0,1.0,72.0,7.0,2.0,83.0,4.0,73.0,3.0,8.0
5,8.0,1.0,0.0,9.0,0.0,6.0,23.0,57.0,5.0,65.0,20.0,0.0,1.0,67.0,9.0,5.0,103.0,16.0,94.0,1.0,6.0
6,6.0,3.0,0.0,15.0,0.0,4.0,26.0,65.0,5.0,73.0,12.0,0.0,1.0,60.0,14.0,2.0,86.0,10.0,79.0,0.0,10.0
7,10.0,4.0,0.0,10.0,0.0,5.0,54.0,61.0,5.0,70.0,25.0,0.0,1.0,94.0,8.0,2.0,82.0,14.0,65.0,2.0,6.0
8,6.0,1.0,0.0,9.0,0.0,2.0,37.0,70.0,5.0,64.0,35.0,0.0,1.0,87.0,3.0,0.0,86.0,19.0,83.0,2.0,5.0
9,5.0,2.0,0.0,11.0,0.0,3.0,32.0,63.0,5.0,80.0,34.0,0.0,0.0,70.0,4.0,0.0,82.0,18.0,74.0,0.0,7.0
10,7.0,1.0,0.0,17.0,1.0,4.0,36.0,38.0,3.0,100.0,23.0,1.0,0.0,94.0,2.0,0.0,70.0,8.0,64.0,2.0,10.0
11,10.0,1.0,0.0,12.0,0.0,0.0,32.0,37.0,4.0,70.0,19.0,1.0,0.0,55.0,10.0,0.0,70.0,8.0,77.0,0.0,4.0
12,4.0,1.0,0.0,7.0,0.0,2.0,42.0,27.0,6.0,66.0,7.0,0.0,1.0,67.0,2.0,0.0,61.0,8.0,55.0,0.0,6.0
1,6.0,0.0,0.0,8.0,0.0,5.0,37.0,25.0,3.0,62.0,14.0,0.0,1.0,64.0,11.0,1.0,69.0,10.0,71.0,0.0,5.0
2,5.0,1.0,0.0,12.0,0.0,3.0,31.0,24.0,4.0,72.0,17.0,0.0,0.0,43.0,8.0,0.0,84.0,6.0,62.0,1.0,13.0
3,13.0,0.0,0.0,12.0,0.0,6.0,26.0,21.0,3.0,54.0,25.0,0.0,0.0,54.0,6.0,5.0,89.0,7.0,64.0,1.0,12.0
4,12.0,0.0,0.0,3.0,0.0,2.0,20.0,16.0,3.0,64.0,14.0,1.0,0.0,47.0,5.0,2.0,83.0,2.0,68.0,0.0,9.0
5,9.0,0.0,0.0,16.0,0.0,5.0,25.0,19.0,2.0,63.0,13.0,1.0,0.0,46.0,5.0,1.0,96.0,2.0,63.0,3.0,8.0
